,reference_date,moneyness,tenor,implied_vol
7,2017-12-07,1.0,180D,0.2157931
8,2017-12-07,1.1,180D,0.2192819
9,2017-12-07,1.2,180D,0.2062263
10,2017-12-07,0.8,360D,0.26161809999999996
11,2017-12-07,0.9,360D,0.2397569
12,2017-12-07,1.0,360D,0.2235031
13,2017-12-07,1.1,360D,0.21423380000000003
14,2017-12-07,1.2,360D,0.23447500000000002
15,2017-12-07,0.8,720D,0.2514819
16,2017-12-07,0.9,720D,0.241875
17,2017-12-07,1.0,720D,0.2373288
18,2017-12-07,1.1,720D,0.21148689999999998
19,2017-12-07,1.2,720D,0.1956413
0,2017-12-08,0.8,90D,0.30532
1,2017-12-08,0.9,90D,0.249675
2,2017-12-08,1.0,90D,0.2168663
3,2017-12-08,1.1,90D,0.1819687
4,2017-12-08,1.2,90D,0.2511513
5,2017-12-08,0.8,180D,0.265345
6,2017-12-08,0.9,180D,0.23274809999999999
7,2017-12-08,1.0,180D,0.2164031
8,2017-12-08,1.1,180D,0.21575880000000003
9,2017-12-08,1.2,180D,0.1864188
10,2017-12-08,0.8,360D,0.25699500000000003
11,2017-12-08,0.9,360D,0.24022310000000002
12,2017-12-08,1.0,360D,0.2350931
13,2017-12-08,1.1,360D,0.23139690000000002
14,2017-12-08,1.2,360D,0.1812863
15,2017-12-08,0.8,720D,0.2438313
16,2017-12-08,0.9,720D,0.23488309999999998
17,2017-12-08,1.0,720D,0.22207190000000002
18,2017-12-08,1.1,720D,0.21407810000000002
19,2017-12-08,1.2,720D,0.19714310000000002
0,2017-12-11,0.8,90D,0.304855
1,2017-12-11,0.9,90D,0.23900690000000002
2,2017-12-11,1.0,90D,0.21463629999999997
3,2017-12-11,1.1,90D,0.18143879999999998
4,2017-12-11,1.2,90D,0.2419869
5,2017-12-11,0.8,180D,0.2600581
6,2017-12-11,0.9,180D,0.2362181
7,2017-12-11,1.0,180D,0.2121519
8,2017-12-11,1.1,180D,0.21354189999999998
9,2017-12-11,1.2,180D,0.1870381
10,2017-12-11,0.8,360D,0.2516081
11,2017-12-11,0.9,360D,0.2339963
12,2017-12-11,1.0,360D,0.22168690000000002
13,2017-12-11,1.1,360D,0.2134569
14,2017-12-11,1.2,360D,0.2204263
15,2017-12-11,0.8,720D,0.24958629999999998
16,2017-12-11,0.9,720D,0.23587
17,2017-12-11,1.0,720D,0.2245231
18,2017-12-11,1.1,720D,0.21265879999999998
19,2017-12-11,1.2,720D,0.20309380000000002
0,2017-12-12,0.8,90D,0.30595690000000003
1,2017-12-12,0.9,90D,0.2381538
2,2017-12-12,1.0,90D,0.2087831
3,2017-12-12,1.1,90D,0.1626288
4,2017-12-12,1.2,90D,0.2457781
5,2017-12-12,0.8,180D,0.2651419
6,2017-12-12,0.9,180D,0.2345138
7,2017-12-12,1.0,180D,0.2154113
8,2017-12-12,1.1,180D,0.20586500000000002
9,2017-12-12,1.2,180D,0.1867519
10,2017-12-12,0.8,360D,0.2565288
11,2017-12-12,0.9,360D,0.2370163
12,2017-12-12,1.0,360D,0.22168310000000002
13,2017-12-12,1.1,360D,0.20865189999999997
14,2017-12-12,1.2,360D,0.1803987
15,2017-12-12,0.8,720D,0.2503519
16,2017-12-12,0.9,720D,0.235855
17,2017-12-12,1.0,720D,0.221585
18,2017-12-12,1.1,720D,0.20920190000000002
19,2017-12-12,1.2,720D,0.19501380000000001
0,2017-12-13,0.8,90D,0.3059469
1,2017-12-13,0.9,90D,0.2309663
2,2017-12-13,1.0,90D,0.22050630000000002
3,2017-12-13,1.1,90D,0.1972981
4,2017-12-13,1.2,90D,0.254235
5,2017-12-13,0.8,180D,0.2763413
6,2017-12-13,0.9,180D,0.23825500000000002
7,2017-12-13,1.0,180D,0.2262163
8,2017-12-13,1.1,180D,0.213505
9,2017-12-13,1.2,180D,0.1898088
10,2017-12-13,0.8,360D,0.2633719
11,2017-12-13,0.9,360D,0.2521463
12,2017-12-13,1.0,360D,0.2245319
13,2017-12-13,1.1,360D,0.2276613
14,2017-12-13,1.2,360D,0.2236781
15,2017-12-13,0.8,720D,0.2574081
16,2017-12-13,0.9,720D,0.2337869
17,2017-12-13,1.0,720D,0.2271781
18,2017-12-13,1.1,720D,0.2113338
19,2017-12-13,1.2,720D,0.2045813
0,2017-12-14,0.8,90D,0.3070131
1,2017-12-14,0.9,90D,0.26882
2,2017-12-14,1.0,90D,0.2177288
3,2017-12-14,1.1,90D,0.21505310000000002
4,2017-12-14,1.2,90D,0.24867999999999998
5,2017-12-14,0.8,180D,0.2699513
6,2017-12-14,0.9,180D,0.2309663
7,2017-12-14,1.0,180D,0.20956499999999997
8,2017-12-14,1.1,180D,0.22088999999999998
9,2017-12-14,1.2,180D,0.188935
10,2017-12-14,0.8,360D,0.246645
11,2017-12-14,0.9,360D,0.2320531
12,2017-12-14,1.0,360D,0.2187631
13,2017-12-14,1.1,360D,0.2245631
14,2017-12-14,1.2,360D,0.2411719
15,2017-12-14,0.8,720D,0.25309000000000004
16,2017-12-14,0.9,720D,0.2441263
17,2017-12-14,1.0,720D,0.22422
18,2017-12-14,1.1,720D,0.2154431
19,2017-12-14,1.2,720D,0.2086
0,2017-12-15,0.8,90D,0.326785
1,2017-12-15,0.9,90D,0.26287
2,2017-12-15,1.0,90D,0.23779630000000002
3,2017-12-15,1.1,90D,0.203795
4,2017-12-15,1.2,90D,0.20711310000000002
5,2017-12-15,0.8,180D,0.27854
6,2017-12-15,0.9,180D,0.2474613
7,2017-12-15,1.0,180D,0.2411963
8,2017-12-15,1.1,180D,0.2145738
9,2017-12-15,1.2,180D,0.18923500000000001
10,2017-12-15,0.8,360D,0.2647888
11,2017-12-15,0.9,360D,0.2443019
12,2017-12-15,1.0,360D,0.2329769
13,2017-12-15,1.1,360D,0.21203499999999997
14,2017-12-15,1.2,360D,0.2387313
15,2017-12-15,0.8,720D,0.2541663
16,2017-12-15,0.9,720D,0.24366
17,2017-12-15,1.0,720D,0.23625
18,2017-12-15,1.1,720D,0.2086688
19,2017-12-15,1.2,720D,0.1958213
0,2017-12-18,0.8,90D,0.3086313
1,2017-12-18,0.9,90D,0.2544969
2,2017-12-18,1.0,90D,0.22818190000000002
3,2017-12-18,1.1,90D,0.20602810000000002
4,2017-12-18,1.2,90D,0.2501138
5,2017-12-18,0.8,180D,0.2705513
6,2017-12-18,0.9,180D,0.2371763
7,2017-12-18,1.0,180D,0.2190331
8,2017-12-18,1.1,180D,0.21773810000000002
9,2017-12-18,1.2,180D,0.19001
10,2017-12-18,0.8,360D,0.2546138
11,2017-12-18,0.9,360D,0.2417363
12,2017-12-18,1.0,360D,0.22811689999999998
13,2017-12-18,1.1,360D,0.2095062
14,2017-12-18,1.2,360D,0.19786310000000001
15,2017-12-18,0.8,720D,0.2514763
16,2017-12-18,0.9,720D,0.2406288
17,2017-12-18,1.0,720D,0.23477
18,2017-12-18,1.1,720D,0.2108438
19,2017-12-18,1.2,720D,0.1967631
0,2017-12-19,0.8,90D,0.3114481
1,2017-12-19,0.9,90D,0.2827819
2,2017-12-19,1.0,90D,0.227835
3,2017-12-19,1.1,90D,0.2122788
4,2017-12-19,1.2,90D,0.2100738
5,2017-12-19,0.8,180D,0.2734619
6,2017-12-19,0.9,180D,0.22982880000000003
7,2017-12-19,1.0,180D,0.2302381
8,2017-12-19,1.1,180D,0.216535
9,2017-12-19,1.2,180D,0.19692
10,2017-12-19,0.8,360D,0.2599281
11,2017-12-19,0.9,360D,0.2395581
12,2017-12-19,1.0,360D,0.23122879999999998
13,2017-12-19,1.1,360D,0.2174819
14,2017-12-19,1.2,360D,0.185975
15,2017-12-19,0.8,720D,0.2503931
16,2017-12-19,0.9,720D,0.23893999999999999
17,2017-12-19,1.0,720D,0.2241163
18,2017-12-19,1.1,720D,0.2145119
19,2017-12-19,1.2,720D,0.2006713
0,2017-12-20,0.8,90D,0.3128188
1,2017-12-20,0.9,90D,0.2618119
2,2017-12-20,1.0,90D,0.2207681
3,2017-12-20,1.1,90D,0.210855
4,2017-12-20,1.2,90D,0.20893630000000002
5,2017-12-20,0.8,180D,0.2777763
6,2017-12-20,0.9,180D,0.24953309999999998
7,2017-12-20,1.0,180D,0.22767690000000002
8,2017-12-20,1.1,180D,0.213005
9,2017-12-20,1.2,180D,0.1937138
10,2017-12-20,0.8,360D,0.2743469
11,2017-12-20,0.9,360D,0.2463619
12,2017-12-20,1.0,360D,0.229485
13,2017-12-20,1.1,360D,0.2146513
14,2017-12-20,1.2,360D,0.186035
15,2017-12-20,0.8,720D,0.25673999999999997
16,2017-12-20,0.9,720D,0.2503019
17,2017-12-20,1.0,720D,0.22891999999999998
18,2017-12-20,1.1,720D,0.21988
19,2017-12-20,1.2,720D,0.21594809999999998
0,2017-12-21,0.8,90D,0.3166938
1,2017-12-21,0.9,90D,0.2686619
2,2017-12-21,1.0,90D,0.22878810000000002
3,2017-12-21,1.1,90D,0.2142088
4,2017-12-21,1.2,90D,0.2505231
5,2017-12-21,0.8,180D,0.28150189999999997
6,2017-12-21,0.9,180D,0.2445888
7,2017-12-21,1.0,180D,0.223125
8,2017-12-21,1.1,180D,0.21619
9,2017-12-21,1.2,180D,0.1914019
10,2017-12-21,0.8,360D,0.2584713
11,2017-12-21,0.9,360D,0.24380500000000002
12,2017-12-21,1.0,360D,0.2275269
13,2017-12-21,1.1,360D,0.2162819
14,2017-12-21,1.2,360D,0.2057163
15,2017-12-21,0.8,720D,0.2535563
16,2017-12-21,0.9,720D,0.2424088
17,2017-12-21,1.0,720D,0.2323638
18,2017-12-21,1.1,720D,0.2145681
19,2017-12-21,1.2,720D,0.2087331
0,2017-12-22,0.8,90D,0.3125538
1,2017-12-22,0.9,90D,0.2632819
2,2017-12-22,1.0,90D,0.22909690000000002
3,2017-12-22,1.1,90D,0.20650500000000002
4,2017-12-22,1.2,90D,0.2505819
5,2017-12-22,0.8,180D,0.2786981
6,2017-12-22,0.9,180D,0.2586113
7,2017-12-22,1.0,180D,0.2369181
8,2017-12-22,1.1,180D,0.2108319
9,2017-12-22,1.2,180D,0.191335
10,2017-12-22,0.8,360D,0.2673231
11,2017-12-22,0.9,360D,0.2452638
12,2017-12-22,1.0,360D,0.2297019
13,2017-12-22,1.1,360D,0.20945129999999998
14,2017-12-22,1.2,360D,0.18869309999999997
15,2017-12-22,0.8,720D,0.2558838
16,2017-12-22,0.9,720D,0.2427431
17,2017-12-22,1.0,720D,0.2316738
18,2017-12-22,1.1,720D,0.2119369
19,2017-12-22,1.2,720D,0.20484000000000002
0,2017-12-27,0.8,90D,0.3178
1,2017-12-27,0.9,90D,0.2489188
2,2017-12-27,1.0,90D,0.2299813
3,2017-12-27,1.1,90D,0.21595379999999997
4,2017-12-27,1.2,90D,0.25227689999999997
5,2017-12-27,0.8,180D,0.2770881
6,2017-12-27,0.9,180D,0.241015
7,2017-12-27,1.0,180D,0.21793500000000002
8,2017-12-27,1.1,180D,0.2196931
9,2017-12-27,1.2,180D,0.19747499999999998
10,2017-12-27,0.8,360D,0.2672213
11,2017-12-27,0.9,360D,0.2412531
12,2017-12-27,1.0,360D,0.2316081
13,2017-12-27,1.1,360D,0.2192831
14,2017-12-27,1.2,360D,0.2017719
15,2017-12-27,0.8,720D,0.2514288
16,2017-12-27,0.9,720D,0.24073
17,2017-12-27,1.0,720D,0.2317869
18,2017-12-27,1.1,720D,0.2144538
19,2017-12-27,1.2,720D,0.204975
0,2017-12-28,0.8,90D,0.32551
1,2017-12-28,0.9,90D,0.2673719
2,2017-12-28,1.0,90D,0.23956880000000003
3,2017-12-28,1.1,90D,0.22180499999999997
4,2017-12-28,1.2,90D,0.2540038
5,2017-12-28,0.8,180D,0.27486689999999997
6,2017-12-28,0.9,180D,0.24655629999999998
7,2017-12-28,1.0,180D,0.23542380000000002
8,2017-12-28,1.1,180D,0.2235313
9,2017-12-28,1.2,180D,0.1992931
10,2017-12-28,0.8,360D,0.2661369
11,2017-12-28,0.9,360D,0.2443663
12,2017-12-28,1.0,360D,0.2340513
13,2017-12-28,1.1,360D,0.22392
14,2017-12-28,1.2,360D,0.19879000000000002
15,2017-12-28,0.8,720D,0.2481019
16,2017-12-28,0.9,720D,0.23731380000000002
17,2017-12-28,1.0,720D,0.22957
18,2017-12-28,1.1,720D,0.2178238
19,2017-12-28,1.2,720D,0.2040919
0,2017-12-29,0.8,90D,0.34180309999999997
1,2017-12-29,0.9,90D,0.2947888
2,2017-12-29,1.0,90D,0.2477713
3,2017-12-29,1.1,90D,0.22749
4,2017-12-29,1.2,90D,0.2638719
5,2017-12-29,0.8,180D,0.28505189999999997
6,2017-12-29,0.9,180D,0.2549731
7,2017-12-29,1.0,180D,0.23222310000000002
8,2017-12-29,1.1,180D,0.22256499999999999
9,2017-12-29,1.2,180D,0.202065
10,2017-12-29,0.8,360D,0.2674363
11,2017-12-29,0.9,360D,0.2453481
12,2017-12-29,1.0,360D,0.23568
13,2017-12-29,1.1,360D,0.2234981
14,2017-12-29,1.2,360D,0.19967880000000002
15,2017-12-29,0.8,720D,0.2543281
16,2017-12-29,0.9,720D,0.2442631
17,2017-12-29,1.0,720D,0.228715
18,2017-12-29,1.1,720D,0.22001
19,2017-12-29,1.2,720D,0.21226810000000002
0,2018-01-02,0.8,90D,0.275365
1,2018-01-02,0.9,90D,0.275285
2,2018-01-02,1.0,90D,0.2522488
3,2018-01-02,1.1,90D,0.2312969
4,2018-01-02,1.2,90D,0.25539
5,2018-01-02,0.8,180D,0.27551
6,2018-01-02,0.9,180D,0.2514963
7,2018-01-02,1.0,180D,0.2328438
8,2018-01-02,1.1,180D,0.22357500000000002
9,2018-01-02,1.2,180D,0.1970531
10,2018-01-02,0.8,360D,0.256525
11,2018-01-02,0.9,360D,0.2527019
12,2018-01-02,1.0,360D,0.2365513
13,2018-01-02,1.1,360D,0.22636
14,2018-01-02,1.2,360D,0.2045631
15,2018-01-02,0.8,720D,0.2530669
16,2018-01-02,0.9,720D,0.2421013
17,2018-01-02,1.0,720D,0.2274369
18,2018-01-02,1.1,720D,0.2168819
19,2018-01-02,1.2,720D,0.20459129999999998
0,2018-01-03,0.8,90D,0.3265787
1,2018-01-03,0.9,90D,0.2974063
2,2018-01-03,1.0,90D,0.2454563
3,2018-01-03,1.1,90D,0.19696000000000002
4,2018-01-03,1.2,90D,0.2557519
5,2018-01-03,0.8,180D,0.2821719
6,2018-01-03,0.9,180D,0.2695131
7,2018-01-03,1.0,180D,0.22967880000000002
8,2018-01-03,1.1,180D,0.2082319
9,2018-01-03,1.2,180D,0.19734190000000001
10,2018-01-03,0.8,360D,0.26708
11,2018-01-03,0.9,360D,0.26433
12,2018-01-03,1.0,360D,0.2438138
13,2018-01-03,1.1,360D,0.216745
14,2018-01-03,1.2,360D,0.19473500000000002
15,2018-01-03,0.8,720D,0.2588081
16,2018-01-03,0.9,720D,0.2461663
17,2018-01-03,1.0,720D,0.22626629999999998
18,2018-01-03,1.1,720D,0.21371880000000001
19,2018-01-03,1.2,720D,0.2005769
0,2018-01-04,0.8,90D,0.3410913
1,2018-01-04,0.9,90D,0.2855719
2,2018-01-04,1.0,90D,0.244815
3,2018-01-04,1.1,90D,0.2277881
4,2018-01-04,1.2,90D,0.2657113
5,2018-01-04,0.8,180D,0.2779919
6,2018-01-04,0.9,180D,0.2403463
7,2018-01-04,1.0,180D,0.2339169
8,2018-01-04,1.1,180D,0.218005
9,2018-01-04,1.2,180D,0.1978369
10,2018-01-04,0.8,360D,0.262905
11,2018-01-04,0.9,360D,0.2450813
12,2018-01-04,1.0,360D,0.23099499999999998
13,2018-01-04,1.1,360D,0.217485
14,2018-01-04,1.2,360D,0.19754380000000002
15,2018-01-04,0.8,720D,0.25751809999999997
16,2018-01-04,0.9,720D,0.24588190000000001
17,2018-01-04,1.0,720D,0.23488
18,2018-01-04,1.1,720D,0.2110131
19,2018-01-04,1.2,720D,0.20609629999999998
0,2018-01-05,0.8,90D,0.33854999999999996
1,2018-01-05,0.9,90D,0.2830719
2,2018-01-05,1.0,90D,0.2546369
3,2018-01-05,1.1,90D,0.2267688
4,2018-01-05,1.2,90D,0.254915
5,2018-01-05,0.8,180D,0.2779838
6,2018-01-05,0.9,180D,0.2552019
7,2018-01-05,1.0,180D,0.2367081
8,2018-01-05,1.1,180D,0.21565310000000001
9,2018-01-05,1.2,180D,0.20282879999999998
10,2018-01-05,0.8,360D,0.2645669
11,2018-01-05,0.9,360D,0.2503688
12,2018-01-05,1.0,360D,0.23548629999999998
13,2018-01-05,1.1,360D,0.2152213
14,2018-01-05,1.2,360D,0.1922219
15,2018-01-05,0.8,720D,0.2526738
16,2018-01-05,0.9,720D,0.2441731
17,2018-01-05,1.0,720D,0.2344938
18,2018-01-05,1.1,720D,0.21299880000000002
19,2018-01-05,1.2,720D,0.208815
0,2018-01-08,0.8,90D,0.3261363
1,2018-01-08,0.9,90D,0.2784281
2,2018-01-08,1.0,90D,0.24597629999999998
3,2018-01-08,1.1,90D,0.22273189999999998
4,2018-01-08,1.2,90D,0.2620338
5,2018-01-08,0.8,180D,0.278295
6,2018-01-08,0.9,180D,0.250925
7,2018-01-08,1.0,180D,0.2349419
8,2018-01-08,1.1,180D,0.21499690000000002
9,2018-01-08,1.2,180D,0.2049419
10,2018-01-08,0.8,360D,0.26517630000000003
11,2018-01-08,0.9,360D,0.24651810000000002
12,2018-01-08,1.0,360D,0.23345
13,2018-01-08,1.1,360D,0.2163863
14,2018-01-08,1.2,360D,0.1897137
15,2018-01-08,0.8,720D,0.2555369
16,2018-01-08,0.9,720D,0.24597000000000002
17,2018-01-08,1.0,720D,0.2398631
18,2018-01-08,1.1,720D,0.20922190000000002
19,2018-01-08,1.2,720D,0.2013169
0,2018-01-09,0.8,90D,0.32513620000000004
1,2018-01-09,0.9,90D,0.2672519
2,2018-01-09,1.0,90D,0.2377
3,2018-01-09,1.1,90D,0.22009630000000002
4,2018-01-09,1.2,90D,0.2549613
5,2018-01-09,0.8,180D,0.2775013
6,2018-01-09,0.9,180D,0.2484863
7,2018-01-09,1.0,180D,0.2281931
8,2018-01-09,1.1,180D,0.2103781
9,2018-01-09,1.2,180D,0.19699190000000003
10,2018-01-09,0.8,360D,0.26186
11,2018-01-09,0.9,360D,0.2468713
12,2018-01-09,1.0,360D,0.22683810000000001
13,2018-01-09,1.1,360D,0.21451309999999998
14,2018-01-09,1.2,360D,0.18010500000000002
15,2018-01-09,0.8,720D,0.2538669
16,2018-01-09,0.9,720D,0.2433938
17,2018-01-09,1.0,720D,0.2312613
18,2018-01-09,1.1,720D,0.2081863
19,2018-01-09,1.2,720D,0.2018888
0,2018-01-10,0.8,90D,0.3178913
1,2018-01-10,0.9,90D,0.2621481
2,2018-01-10,1.0,90D,0.22644380000000003
3,2018-01-10,1.1,90D,0.21015999999999999
4,2018-01-10,1.2,90D,0.2582569
5,2018-01-10,0.8,180D,0.2658488
6,2018-01-10,0.9,180D,0.23227630000000002
7,2018-01-10,1.0,180D,0.213665
8,2018-01-10,1.1,180D,0.2002763
9,2018-01-10,1.2,180D,0.20518129999999998
10,2018-01-10,0.8,360D,0.2541969
11,2018-01-10,0.9,360D,0.23221
12,2018-01-10,1.0,360D,0.2161
13,2018-01-10,1.1,360D,0.2069612
14,2018-01-10,1.2,360D,0.1836581
15,2018-01-10,0.8,720D,0.2462719
16,2018-01-10,0.9,720D,0.23614999999999997
17,2018-01-10,1.0,720D,0.21724810000000003
18,2018-01-10,1.1,720D,0.2060981
19,2018-01-10,1.2,720D,0.19183309999999998
0,2018-01-11,0.8,90D,0.32019
1,2018-01-11,0.9,90D,0.2541369
2,2018-01-11,1.0,90D,0.2203613
3,2018-01-11,1.1,90D,0.2082381
4,2018-01-11,1.2,90D,0.2589081
5,2018-01-11,0.8,180D,0.26828
6,2018-01-11,0.9,180D,0.23038630000000002
7,2018-01-11,1.0,180D,0.2096113
8,2018-01-11,1.1,180D,0.2017513
9,2018-01-11,1.2,180D,0.20336189999999998
10,2018-01-11,0.8,360D,0.2553469
11,2018-01-11,0.9,360D,0.23165690000000003
12,2018-01-11,1.0,360D,0.212295
13,2018-01-11,1.1,360D,0.209225
14,2018-01-11,1.2,360D,0.194665
15,2018-01-11,0.8,720D,0.24533380000000002
16,2018-01-11,0.9,720D,0.23287690000000003
17,2018-01-11,1.0,720D,0.216035
18,2018-01-11,1.1,720D,0.2066331
19,2018-01-11,1.2,720D,0.2015269
0,2018-01-12,0.8,90D,0.3251619
1,2018-01-12,0.9,90D,0.2465769
2,2018-01-12,1.0,90D,0.2199763
3,2018-01-12,1.1,90D,0.20681809999999998
4,2018-01-12,1.2,90D,0.26184
5,2018-01-12,0.8,180D,0.2622569
6,2018-01-12,0.9,180D,0.22997810000000002
7,2018-01-12,1.0,180D,0.2086388
8,2018-01-12,1.1,180D,0.1972838
9,2018-01-12,1.2,180D,0.208485
10,2018-01-12,0.8,360D,0.25472
11,2018-01-12,0.9,360D,0.22770379999999998
12,2018-01-12,1.0,360D,0.2177181
13,2018-01-12,1.1,360D,0.2067731
14,2018-01-12,1.2,360D,0.1889519
15,2018-01-12,0.8,720D,0.2506013
16,2018-01-12,0.9,720D,0.2350638
17,2018-01-12,1.0,720D,0.22686689999999998
18,2018-01-12,1.1,720D,0.206685
19,2018-01-12,1.2,720D,0.1977963
0,2018-01-15,0.8,90D,0.3457887
1,2018-01-15,0.9,90D,0.24453
2,2018-01-15,1.0,90D,0.2256138
3,2018-01-15,1.1,90D,0.21143630000000002
4,2018-01-15,1.2,90D,0.2608469
5,2018-01-15,0.8,180D,0.2628669
6,2018-01-15,0.9,180D,0.2303288
7,2018-01-15,1.0,180D,0.2116769
8,2018-01-15,1.1,180D,0.1997838
9,2018-01-15,1.2,180D,0.2102038
10,2018-01-15,0.8,360D,0.255335
11,2018-01-15,0.9,360D,0.2316881
12,2018-01-15,1.0,360D,0.21832000000000001
13,2018-01-15,1.1,360D,0.2100031
14,2018-01-15,1.2,360D,0.1891081
15,2018-01-15,0.8,720D,0.2474131
16,2018-01-15,0.9,720D,0.2338981
17,2018-01-15,1.0,720D,0.22179690000000002
18,2018-01-15,1.1,720D,0.21127690000000002
19,2018-01-15,1.2,720D,0.19287500000000002
0,2018-01-16,0.8,90D,0.3440219
1,2018-01-16,0.9,90D,0.2559669
2,2018-01-16,1.0,90D,0.228245
3,2018-01-16,1.1,90D,0.2062263
4,2018-01-16,1.2,90D,0.2605169
5,2018-01-16,0.8,180D,0.26448499999999997
6,2018-01-16,0.9,180D,0.24158380000000002
7,2018-01-16,1.0,180D,0.2172963
8,2018-01-16,1.1,180D,0.1928869
9,2018-01-16,1.2,180D,0.2041481
10,2018-01-16,0.8,360D,0.26255
11,2018-01-16,0.9,360D,0.2447731
12,2018-01-16,1.0,360D,0.22257380000000002
13,2018-01-16,1.1,360D,0.2040919
14,2018-01-16,1.2,360D,0.1929119
15,2018-01-16,0.8,720D,0.2510613
16,2018-01-16,0.9,720D,0.245975
17,2018-01-16,1.0,720D,0.22750630000000002
18,2018-01-16,1.1,720D,0.2018769
19,2018-01-16,1.2,720D,0.1877863
0,2018-01-17,0.8,90D,0.318845
1,2018-01-17,0.9,90D,0.26021
2,2018-01-17,1.0,90D,0.21781379999999997
3,2018-01-17,1.1,90D,0.20684000000000002
4,2018-01-17,1.2,90D,0.2600563
5,2018-01-17,0.8,180D,0.266605
6,2018-01-17,0.9,180D,0.2378063
7,2018-01-17,1.0,180D,0.21320630000000002
8,2018-01-17,1.1,180D,0.19302689999999997
9,2018-01-17,1.2,180D,0.2054437
10,2018-01-17,0.8,360D,0.25763
11,2018-01-17,0.9,360D,0.2385381
12,2018-01-17,1.0,360D,0.22147379999999997
13,2018-01-17,1.1,360D,0.2066481
14,2018-01-17,1.2,360D,0.1908263
15,2018-01-17,0.8,720D,0.2532681
16,2018-01-17,0.9,720D,0.2443981
17,2018-01-17,1.0,720D,0.22609500000000002
18,2018-01-17,1.1,720D,0.21283000000000002
19,2018-01-17,1.2,720D,0.2113719
0,2018-01-18,0.8,90D,0.3133488
1,2018-01-18,0.9,90D,0.2584519
2,2018-01-18,1.0,90D,0.19633620000000002
3,2018-01-18,1.1,90D,0.20396809999999999
4,2018-01-18,1.2,90D,0.2581131
5,2018-01-18,0.8,180D,0.2598788
6,2018-01-18,0.9,180D,0.2414913
7,2018-01-18,1.0,180D,0.2001969
8,2018-01-18,1.1,180D,0.194465
9,2018-01-18,1.2,180D,0.1944738
10,2018-01-18,0.8,360D,0.2567713
11,2018-01-18,0.9,360D,0.2357369
12,2018-01-18,1.0,360D,0.2087469
13,2018-01-18,1.1,360D,0.1932781
14,2018-01-18,1.2,360D,0.1869837
15,2018-01-18,0.8,720D,0.24365130000000002
16,2018-01-18,0.9,720D,0.22728
17,2018-01-18,1.0,720D,0.2130388
18,2018-01-18,1.1,720D,0.2183081
19,2018-01-18,1.2,720D,0.1962419
0,2018-01-19,0.8,90D,0.3186569
1,2018-01-19,0.9,90D,0.243385
2,2018-01-19,1.0,90D,0.2140688
3,2018-01-19,1.1,90D,0.19067309999999998
4,2018-01-19,1.2,90D,0.2577338
5,2018-01-19,0.8,180D,0.2634831
6,2018-01-19,0.9,180D,0.22643190000000002
7,2018-01-19,1.0,180D,0.207325
8,2018-01-19,1.1,180D,0.1883463
9,2018-01-19,1.2,180D,0.2007988
10,2018-01-19,0.8,360D,0.2506488
11,2018-01-19,0.9,360D,0.2340569
12,2018-01-19,1.0,360D,0.21624
13,2018-01-19,1.1,360D,0.2078438
14,2018-01-19,1.2,360D,0.1896181
15,2018-01-19,0.8,720D,0.2460731
16,2018-01-19,0.9,720D,0.2330113
17,2018-01-19,1.0,720D,0.2231888
18,2018-01-19,1.1,720D,0.2133838
19,2018-01-19,1.2,720D,0.208905
0,2018-01-22,0.8,90D,0.26322690000000004
1,2018-01-22,0.9,90D,0.2452288
2,2018-01-22,1.0,90D,0.21204499999999998
3,2018-01-22,1.1,90D,0.1930713
4,2018-01-22,1.2,90D,0.2462063
5,2018-01-22,0.8,180D,0.2690869
6,2018-01-22,0.9,180D,0.22656130000000002
7,2018-01-22,1.0,180D,0.21049189999999998
8,2018-01-22,1.1,180D,0.2060119
9,2018-01-22,1.2,180D,0.22287880000000002
10,2018-01-22,0.8,360D,0.24857130000000002
11,2018-01-22,0.9,360D,0.2333381
12,2018-01-22,1.0,360D,0.2184363
13,2018-01-22,1.1,360D,0.20099879999999998
14,2018-01-22,1.2,360D,0.19592130000000002
15,2018-01-22,0.8,720D,0.24695129999999998
16,2018-01-22,0.9,720D,0.23335809999999998
17,2018-01-22,1.0,720D,0.2198231
18,2018-01-22,1.1,720D,0.2124438
19,2018-01-22,1.2,720D,0.21084689999999998
0,2018-01-23,0.8,90D,0.3020319
1,2018-01-23,0.9,90D,0.24697690000000003
2,2018-01-23,1.0,90D,0.21176189999999998
3,2018-01-23,1.1,90D,0.191665
4,2018-01-23,1.2,90D,0.24710000000000001
5,2018-01-23,0.8,180D,0.2714763
6,2018-01-23,0.9,180D,0.2269013
7,2018-01-23,1.0,180D,0.2092869
8,2018-01-23,1.1,180D,0.1994863
9,2018-01-23,1.2,180D,0.20776
10,2018-01-23,0.8,360D,0.25365
11,2018-01-23,0.9,360D,0.2322269
12,2018-01-23,1.0,360D,0.2173688
13,2018-01-23,1.1,360D,0.20566379999999998
14,2018-01-23,1.2,360D,0.19205190000000003
15,2018-01-23,0.8,720D,0.24651
16,2018-01-23,0.9,720D,0.2346369
17,2018-01-23,1.0,720D,0.221295
18,2018-01-23,1.1,720D,0.21303629999999998
19,2018-01-23,1.2,720D,0.21015309999999998
0,2018-01-24,0.8,90D,0.3129038
1,2018-01-24,0.9,90D,0.23782810000000001
2,2018-01-24,1.0,90D,0.21450880000000003
3,2018-01-24,1.1,90D,0.2044581
